term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf
accent,13,6,1.6672459277518214e-05,15.872173549129087,NN,2,NN,0,accent,accent,acc,0.02897818253202198,50.49458623894591
accenthowever,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,accenthowev,accenthowev,accenthowev,0.011925701554741572,8.049848549450562
accents,5,7,6.412484337507005e-06,17.250685172382816,NNS,4,NN,0,accent,accent,acc,0.05140514567307701,14.099697098901123
accentshe,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,accentsh,accentsh,accentsh,0.01677051781135534,8.049848549450562
accentuated,4,11,5.1299874700056045e-06,17.572613267270178,VBD,3,VB,0,accentu,accentu,accentu,0.07268420456482616,24.199394197802246
accentuating,2,12,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,accentu,accentu,accentu,0.2639294606377234,8.049848549450562
accept,38,6,4.8734880965053245e-05,14.324685753826593,VB,6,VB,0,accept,accept,acceiv,0.020318208756857324,90.7898215670028
acceptable,2,10,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,accept,accept,acceiv,0.010926573137177417,14.099697098901123
acceptance,3,10,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,accept,accept,acceiv,0.03594252828330601,19.394658146188217
accepted,51,8,6.540734024257145e-05,13.900187925298683,VBD,4,VB,0,accept,accept,acceiv,0.019973050888661678,103.67724772829698
accepting,6,9,7.694981205008407e-06,16.987650766549024,VBG,2,VB,0,accept,accept,acceiv,0.018104187307296824,32.789316292376434
access,2,6,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,access,access,access,0.024668798934816088,14.099697098901123
accessible,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,access,access,access,0.011925701554741572,8.049848549450562
acciaccare,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acciaccar,acciaccar,acciacc,0.050311553434066014,8.049848549450562
accident,25,8,3.206242168753503e-05,14.928757077495455,NN,3,NN,0,accid,accid,accid,0.01953919451530375,74.55840909126398
accidental,8,10,1.0259974940011209e-05,16.572613267270178,JJ,2,JJ,0,accident,accident,accid,0.03966733423672053,36.6974553917507
accidentally,4,12,5.1299874700056045e-06,17.572613267270178,RB,2,RB,0,accident,accident,accid,0.04136121923513771,24.199394197802246
accidentallywere,1,16,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,accidentallywer,accidentallywer,accidentallyw,0.03907693470607069,8.049848549450562
accidentit,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,accidentit,accidentit,accidentit,0.03907693470607069,8.049848549450562
accidents,11,9,1.4107465542515412e-05,16.11318164863288,NNS,2,NN,0,accid,accid,accid,0.021601618736495652,47.279204545631984
acclamation,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acclam,acclam,acclam,0.023886790947924518,8.049848549450562
acclimatised,1,12,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,acclimatis,acclimatis,acclim,0.03907693470607069,8.049848549450562
accommodate,2,11,2.5649937350028022e-06,18.572613267270178,VB,1,VB,0,accommod,accommod,accommod,0.028898139413665737,14.099697098901123
accommodated,1,12,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,accommod,accommod,accommod,0.09583153035060192,8.049848549450562
accompanied,16,11,2.0519949880022418e-05,15.572613267270178,VBN,2,VB,0,accompani,accompani,accompany,0.02753907172778748,50.49458623894591
accompanies,3,11,3.8474906025042036e-06,17.987650766549024,VBZ,1,VB,0,accompani,accompani,accompany,0.021235598981510045,19.394658146188217
accompaniment,2,13,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,accompani,accompani,accompany,0.053189257709306256,14.099697098901123
accompany,5,9,6.412484337507005e-06,17.250685172382816,VB,3,VB,0,accompani,accompani,accompany,0.0208384026339005,28.639602272815992
accompanying,3,12,3.8474906025042036e-06,17.987650766549024,VBG,1,VB,0,accompani,accompani,accompany,0.09720752573270663,19.394658146188217
accomplish,3,10,3.8474906025042036e-06,17.987650766549024,VB,1,VB,0,accomplish,accomplish,accompl,0.02012309628321023,19.394658146188217
accomplished,9,12,1.154247180751261e-05,16.402688265827866,VBN,3,VB,0,accomplish,accomplish,accompl,0.025283098075274648,40.39878839560449
accomplishing,1,13,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,accomplish,accomplish,accompl,0.03425467467851303,8.049848549450562
accomplishment,3,14,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,accomplish,accomplish,accompl,0.04815115505134008,19.394658146188217
accomplishments,4,15,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,accomplish,accomplish,accompl,0.02643106466341929,24.199394197802246
accomplishmentspainting,1,23,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,accomplishmentspaint,accomplishmentspaint,accomplishmentspaint,0.04128127461256698,8.049848549450562
accomplishwhich,1,15,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,accomplishwhich,accomplishwhich,accomplishwhich,0.03156803352725711,8.049848549450562
accord,12,6,1.5389962410016814e-05,15.987650766549022,NN,1,NN,0,accord,accord,accord,0.022242861955921334,50.49458623894591
accordance,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,accord,accord,accord,0.030491850566100615,8.049848549450562
accorded,2,8,2.5649937350028022e-06,18.572613267270178,VBN,2,VB,0,accord,accord,accord,0.0536122362367142,14.099697098901123
according,27,9,3.462741542253783e-05,14.81772576510671,VBG,1,VB,0,accord,accord,accord,0.021932930543430686,76.80815366010782
accordingly,12,11,1.5389962410016814e-05,15.987650766549022,RB,6,RB,0,accordingli,accord,accord,0.020530692693159686,47.279204545631984
accordion,4,9,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,accordion,accordion,accord,0.07343592239011001,14.099697098901123
accosted,1,8,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,accost,accost,accost,0.02563646034856867,8.049848549450562
account,55,7,7.053732771257707e-05,13.79125355374552,NN,4,NN,0,account,account,account,0.01953035834586319,111.61630732021565
accounted,7,9,8.977478072509808e-06,16.765258345212576,VBD,2,VB,0,account,account,account,0.03785009861916027,36.6974553917507
accounting,2,10,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,account,account,account,0.026174711622127513,14.099697098901123
accounts,12,8,1.5389962410016814e-05,15.987650766549022,NNS,3,NN,0,account,account,account,0.026581368287962308,47.279204545631984
accumulate,4,10,5.1299874700056045e-06,17.572613267270178,VBP,2,VB,0,accumul,accumul,accum,0.033088369310280225,19.394658146188217
accumulated,6,11,7.694981205008407e-06,16.987650766549024,VBD,4,VB,0,accumul,accumul,accum,0.022021264864728433,28.639602272815992
accumulating,6,12,7.694981205008407e-06,16.987650766549024,VBG,2,VB,0,accumul,accumul,accum,0.10564904054923821,28.639602272815992
accumulation,2,12,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,accumul,accumul,accum,0.03548372059945524,14.099697098901123
accumulations,3,13,3.8474906025042036e-06,17.987650766549024,NNS,1,NN,0,accumul,accumul,accum,0.04219373180072759,14.099697098901123
accuracy,6,8,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,accuraci,accuraci,acc,0.022960687240898697,32.789316292376434
accurate,4,8,5.1299874700056045e-06,17.572613267270178,JJ,1,JJ,0,accur,accur,acc,0.021896870687540135,24.199394197802246
accurately,25,10,3.206242168753503e-05,14.928757077495455,RB,4,RB,0,accur,accur,acc,0.016174455311863963,74.55840909126398
accusation,2,10,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,accus,accus,accus,0.02899288364492655,14.099697098901123
accusations,5,11,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,accus,accus,accus,0.03179876933488686,28.639602272815992
accuse,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,accus,accus,accus,0.041070655864543684,8.049848549450562
accused,8,7,1.0259974940011209e-05,16.572613267270178,VBN,3,VB,0,accus,accus,accus,0.02927592064650451,36.6974553917507
accusing,3,8,3.8474906025042036e-06,17.987650766549024,VBG,1,VB,0,accus,accus,accus,0.017422731199032104,19.394658146188217
accusingly,4,10,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,accusingli,accus,accus,0.054300133604289494,24.199394197802246
accustomed,19,10,2.4367440482526622e-05,15.324685753826593,VBN,2,VB,0,accustom,accustom,accustom,0.0310807317365737,67.36055703940377
ace,2,3,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,ace,ace,ac,0.14851280099908645,14.099697098901123
acerbity,3,8,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,acerb,acerb,acerb,0.045672721142382515,19.394658146188217
acetylene,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acetylen,acetylen,acetyl,0.04680144505494513,8.049848549450562
ache,6,4,7.694981205008407e-06,16.987650766549024,NN,3,NN,0,ach,ach,ach,0.027460877056647532,32.789316292376434
ached,9,5,1.154247180751261e-05,16.402688265827866,VBD,5,VB,0,ach,ach,ach,0.0397752835314916,28.639602272815992
aches,3,5,3.8474906025042036e-06,17.987650766549024,IN,3,IN,0,ach,ach,ach,0.03833261214024078,8.049848549450562
achieve,3,7,3.8474906025042036e-06,17.987650766549024,VB,2,VB,0,achiev,achiev,achiev,0.014031616805862417,19.394658146188217
achieved,5,8,6.412484337507005e-06,17.250685172382816,VBN,4,VB,0,achiev,achiev,achiev,0.024259795167959453,24.199394197802246
achievement,5,11,6.412484337507005e-06,17.250685172382816,NN,1,NN,0,achiev,achiev,achiev,0.03007122011518093,28.639602272815992
achieves,1,8,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,achiev,achiev,achiev,0.023816119968788647,8.049848549450562
achieving,1,9,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,achiev,achiev,achiev,0.030491850566100615,8.049848549450562
achilles,2,8,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,achil,achill,achil,0.05709112446418838,8.049848549450562
aching,9,6,1.154247180751261e-05,16.402688265827866,VBG,3,VB,0,ach,ach,ach,0.042881708645042795,40.39878839560449
acid,5,4,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,acid,acid,acid,0.03330148841765926,28.639602272815992
acidity,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acid,acid,acid,0.02665512764718729,8.049848549450562
acknowledge,3,11,3.8474906025042036e-06,17.987650766549024,VB,1,VB,0,acknowledg,acknowledg,acknowledg,0.018978970556443295,19.394658146188217
acknowledged,9,12,1.154247180751261e-05,16.402688265827866,VBD,3,VB,0,acknowledg,acknowledg,acknowledg,0.026476805020071496,43.919311932074244
acknowledging,4,13,5.1299874700056045e-06,17.572613267270178,VBG,1,VB,0,acknowledg,acknowledg,acknowledg,0.041196821762074044,24.199394197802246
acoustics,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acoust,acoust,acoust,0.06240192673992684,8.049848549450562
acquaintance,13,12,1.6672459277518214e-05,15.872173549129087,NN,1,NN,0,acquaint,acquaint,acquaint,0.0205630186600622,50.49458623894591
acquaintances,11,13,1.4107465542515412e-05,16.11318164863288,NNS,2,NN,0,acquaint,acquaint,acquaint,0.01553207039113056,50.49458623894591
acquaintanceship,1,16,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acquaintanceship,acquaintanceship,acquaint,0.02563646034856867,8.049848549450562
acquainted,5,10,6.412484337507005e-06,17.250685172382816,VBN,4,VB,0,acquaint,acquaint,acquaint,0.023983744244486342,28.639602272815992
acquiesce,1,9,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,acquiesc,acquiesc,acquiesc,0.01817121568724732,8.049848549450562
acquiesced,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acquiesc,acquiesc,acquiesc,0.023198410805333032,8.049848549450562
acquiescence,6,12,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,acquiesc,acquiesc,acquiesc,0.042984639898881405,28.639602272815992
acquiescent,6,11,7.694981205008407e-06,16.987650766549024,NN,5,NN,0,acquiesc,acquiesc,acquiesc,0.0399767686138489,28.639602272815992
acquiescing,1,11,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,acquiesc,acquiesc,acquiesc,0.01701870729270732,8.049848549450562
acquire,1,7,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,acquir,acquir,acquir,0.019350597474640775,8.049848549450562
acquired,10,8,1.282496867501401e-05,16.250685172382816,VBN,2,VB,0,acquir,acquir,acquir,0.04953062970143504,47.279204545631984
acquirements,2,12,2.5649937350028022e-06,18.572613267270178,VB,2,VB,0,acquir,acquir,acquir,0.01658250033889415,14.099697098901123
acquiring,1,9,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,acquir,acquir,acquir,0.023816119968788647,8.049848549450562
acquisition,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acquisit,acquisit,acquisit,0.02563646034856867,8.049848549450562
acquisitive,1,11,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,acquisit,acquisit,acquisit,0.02630669460604759,8.049848549450562
acquit,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,acquit,acquit,acquit,0.02854556223209419,8.049848549450562
acquitted,1,9,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,acquit,acquit,acquit,0.04763223993757729,8.049848549450562
acre,5,4,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,acr,acr,acr,0.026289373192879113,24.199394197802246
acres,7,5,8.977478072509808e-06,16.765258345212576,NNS,2,NN,0,acr,acr,acr,0.05340046050565836,32.789316292376434
acrid,1,5,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,acrid,acrid,acrid,0.03299118257971542,8.049848549450562
acro,1,4,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,acro,acro,acro,0.012233812385183226,8.049848549450562
acrobat,2,7,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,acrobat,acrobat,acrob,0.013830403433536035,14.099697098901123
acrobatic,1,9,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,acrobat,acrobat,acrob,0.14636088271728295,8.049848549450562
acrobats,3,8,3.8474906025042036e-06,17.987650766549024,JJ,3,JJ,0,acrobat,acrobat,acrob,0.05063615291618506,19.394658146188217
acropolis,14,9,1.7954956145019616e-05,15.765258345212574,NNP,2,NN,0,acropoli,acropoli,acropol,0.04326061734149316,24.199394197802246
across,389,6,0.000498891281458045,10.968986922283987,IN,6,IN,0,across,across,across,0.016857023546254613,129.3961392650605
act,48,3,6.155984964006726e-05,13.987650766549022,NN,4,NN,0,act,act,act,0.027294707764662182,103.67724772829698
acted,23,5,2.9497427952532226e-05,15.049051311213166,VBD,4,VB,0,act,act,act,0.024946629269744256,76.80815366010782
acting,18,6,2.308494361502522e-05,15.402688265827866,VBG,2,VB,0,act,act,act,0.03581780512238458,67.36055703940377
actingonly,1,10,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,actingonli,actingon,actingon,0.020747032343944746,8.049848549450562
action,44,6,5.642986217006165e-05,14.113181648632882,NN,4,NN,0,action,action,act,0.018668120508642232,97.59515358241796
actioneverywhereat,1,18,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,actioneverywhereat,actioneverywhereat,actioneverywh,0.03888815724372252,8.049848549450562
actions,9,7,1.154247180751261e-05,16.402688265827866,NN,3,NN,0,action,action,act,0.0187442895690755,43.919311932074244
active,10,6,1.282496867501401e-05,16.250685172382816,JJ,2,JJ,0,activ,activ,act,0.03721480964708777,47.279204545631984
actively,2,8,2.5649937350028022e-06,18.572613267270178,RB,1,RB,0,activ,activ,act,0.01516203652325363,14.099697098901123
activities,4,10,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,activ,activ,act,0.06432155368848648,24.199394197802246
activity,12,8,1.5389962410016814e-05,15.987650766549022,NN,2,NN,0,activ,activ,act,0.037270796762372466,43.919311932074244
acton,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,acton,acton,acton,0.03144472089629126,8.049848549450562
actor,4,5,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,actor,actor,act,0.01645016297247162,24.199394197802246
actors,4,6,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,actor,actor,act,0.0528552944794912,24.199394197802246
actress,6,7,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,actress,actress,actress,0.04588544437536618,32.789316292376434
actresses,4,9,5.1299874700056045e-06,17.572613267270178,NNS,3,NN,0,actress,actress,actress,0.03497354500396453,24.199394197802246
acts,7,4,8.977478072509808e-06,16.765258345212576,NNS,3,NN,0,act,act,act,0.02282570562375381,32.789316292376434
actual,28,6,3.590991229003923e-05,14.765258345212574,JJ,1,JJ,0,actual,actual,act,0.021918378454976316,87.0846296140462
actually,44,8,5.642986217006165e-05,14.113181648632882,RB,1,RB,0,actual,actual,act,0.020499831527195467,97.59515358241796
acumen,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,acumen,acumen,acum,0.06652767396240135,8.049848549450562
acute,15,5,1.9237453012521015e-05,15.66572267166166,JJ,2,JJ,0,acut,acut,acut,0.022613347119043007,50.49458623894591
acutely,5,7,6.412484337507005e-06,17.250685172382816,RB,4,RB,0,acut,acut,acut,0.027542463536616525,28.639602272815992
acuteness,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,acut,acut,acut,0.03299118257971542,8.049848549450562
ada,2,3,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,ada,ada,ad,0.23332894346233515,8.049848549450562
adam,4,4,5.1299874700056045e-06,17.572613267270178,NNP,3,NN,0,adam,adam,adam,0.038345851100254486,14.099697098901123
adams,7,5,8.977478072509808e-06,16.765258345212576,NNP,2,NN,0,adam,adam,adam,0.09678207108702153,28.639602272815992
adamsons,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,adamson,adamson,adamson,0.032590479957289725,8.049848549450562
adaptable,2,9,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,adapt,adapt,adapt,0.1447182986690731,14.099697098901123
adapted,7,7,8.977478072509808e-06,16.765258345212576,VBN,2,VB,0,adapt,adapt,adapt,0.021052020130390255,32.789316292376434
adapting,2,8,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,adapt,adapt,adapt,0.019551070502992977,14.099697098901123
add,14,3,1.7954956145019616e-05,15.765258345212574,VB,3,VB,0,add,add,ad,0.04278993420147258,53.57863258475287
added,200,5,0.0002564993735002802,11.928757077495455,VBD,10,VB,0,ad,ad,ad,0.021261200388680485,140.09624554509057
addeda,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,addeda,addeda,added,0.03272296158313237,8.049848549450562
addenda,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,addenda,addenda,addend,0.03272296158313237,8.049848549450562
addicted,2,8,2.5649937350028022e-06,18.572613267270178,VBD,1,VB,0,addict,addict,addict,0.022829231525177088,14.099697098901123
adding,13,6,1.6672459277518214e-05,15.872173549129087,VBG,2,VB,0,ad,ad,ad,0.02354631292370641,56.542314807023104
addison,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,addison,addison,addison,0.05439086857736867,8.049848549450562
addition,15,8,1.9237453012521015e-05,15.66572267166166,NN,2,NN,0,addit,addit,addit,0.03235133997922281,62.14436930763064
additional,4,10,5.1299874700056045e-06,17.572613267270178,JJ,1,JJ,0,addit,addit,addit,0.020506167273631297,24.199394197802246
additions,6,9,7.694981205008407e-06,16.987650766549024,NNS,2,NN,0,addit,addit,addit,0.04130121089572491,32.789316292376434
address,42,7,5.386486843505885e-05,14.180295844491418,NN,4,NN,0,address,address,address,0.02444450286858297,92.56415907536669
addressed,46,9,5.899485590506445e-05,14.049051311213166,VBD,4,VB,0,address,address,address,0.02095437224162188,106.47299936826509
addresses,5,9,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,address,address,address,0.09916553970490413,28.639602272815992
addressing,19,10,2.4367440482526622e-05,15.324685753826593,VBG,2,VB,0,address,address,address,0.01814370153929913,69.83862386414849
addressinside,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,addressinsid,addressinsid,addressinsid,0.025077409811372468,8.049848549450562
adds,3,4,3.8474906025042036e-06,17.987650766549024,VBZ,2,VB,0,add,add,ad,0.04336546875074909,19.394658146188217
